Offset(P)            #Ptr   #Hnd Access Name
0x000000003e4823b0      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msvcrt.dll
0x000000003e483150      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SECURITY.LOG1
0x000000003e488a00      2      0 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini
0x000000003e48f440     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e490850     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PeerDistSh.dll
0x000000003e491400     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\imagehlp.dll
0x000000003e491a80     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\user32.dll
0x000000003e492930      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\urlmon.dll
0x000000003e492d70      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003e4971f0     18      1 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\Suggested Sites~.feed-ms
0x000000003e497980     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\normaliz.dll
0x000000003e497c80      8      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\comdlg32.dll
0x000000003e499420      6      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\gdi32.dll
0x000000003e499790     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\Wldap32.dll
0x000000003e499ac0     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\nsi.dll
0x000000003e49a330     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\devobj.dll
0x000000003e49a790     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msasn1.dll
0x000000003e49aa90      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\usp10.dll
0x000000003e49c350     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\oleaut32.dll
0x000000003e49c7a0     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\lpk.dll
0x000000003e49d1f0     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\iertutil.dll
0x000000003e49d8b0      8      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\wintrust.dll
0x000000003e49dc20     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\sechost.dll
0x000000003e4a0440      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\shlwapi.dll
0x000000003e4a06f0     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\psapi.dll
0x000000003e4a0f20      5      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msctf.dll
0x000000003e4a21b0      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\setupapi.dll
0x000000003e4a2300     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\difxapi.dll
0x000000003e4a25b0      7      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\imm32.dll
0x000000003e4a2ad0     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\clbcatq.dll
0x000000003e4a5440      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ws2_32.dll
0x000000003e4a56f0     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\comctl32.dll
0x000000003e4a5970      8      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\kernel32.dll
0x000000003e4a5c70      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\KernelBase.dll
0x000000003e4a5f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\crypt32.dll
0x000000003e4a6690      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\advapi32.dll
0x000000003e4a67e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e4a6ae0      5      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\shell32.dll
0x000000003e4a75e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\cfgmgr32.dll
0x000000003e4a7f20     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rpcrt4.dll
0x000000003e4a8360      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e4a8720      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\sspicli.dll
0x000000003e4a8a90     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\wininet.dll
0x000000003e4a8f20     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ole32.dll
0x000000003e4aa5f0      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\BootCKCL.etl
0x000000003e4ab510      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\crypt32.dll
0x000000003e4ab880      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wintrust.dll
0x000000003e4ab9d0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\KernelBase.dll
0x000000003e4abf20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devobj.dll
0x000000003e4ac240     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\win32k.sys
0x000000003e4acf20     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\cryptbase.dll
0x000000003e4ad260      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\dxapi.sys
0x000000003e4ae240     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\profapi.dll
0x000000003e4af2e0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\framebuf.dll
0x000000003e4be5c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e4bf070      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\csrss.exe
0x000000003e4bf440      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\csrsrv.dll
0x000000003e4bfd90      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\DEFAULT
0x000000003e4c0070      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winsrv.dll
0x000000003e4c0740     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msshooks.dll
0x000000003e4c0920     16      0 RW-rwd \Device\HarddiskVolume2\Windows\rescache\rc0002\ResCache.dir
0x000000003e4c1870      2      0 RW-rwd \Device\HarddiskVolume2\Windows\rescache\rc0002\ResCache.hit
0x000000003e4c1cc0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\dxg.sys
0x000000003e4c5070      8      0 ------ \Device\HarddiskVolume2\Windows\System32\locale.nls
0x000000003e4c6900      2      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\desktop.ini
0x000000003e4c6c90      5      0 RW-rwd \Device\HarddiskVolume2\Windows\rescache\rc0002\Segment0.cmf
0x000000003e4c8e20     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e4c98d0     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\win32k.sys.mui
0x000000003e4c9f20      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\FNTCACHE.DAT
0x000000003e4cb5b0      7      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e4ce4e0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\DEFAULT.LOG2
0x000000003e4ce960      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\DEFAULT.LOG1
0x000000003e4cede0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\DEFAULT
0x000000003e4cf070      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e4cf890      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e4cfdc0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsm.exe
0x000000003e4d3230      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wininit.exe
0x000000003e4d9410      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcRtRemote.dll
0x000000003e4d99c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e4e2880     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\dosapp.fon
0x000000003e4e6c20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vga.dll
0x000000003e4e7a90      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcasvc.dll
0x000000003e4e8070     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msls31.dll
0x000000003e4e8510      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\WDI\ResolutionHost
0x000000003e4e8b20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x000000003e4e9240      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003e4e9c80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\perftrack.dll
0x000000003e4eac80     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imm32.dll
0x000000003e4ef5f0     29      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e4efdc0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winlogon.exe
0x000000003e4f2070      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winsta.dll
0x000000003e500c80     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\KBDUS.DLL
0x000000003e5027b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\secur32.dll
0x000000003e5075f0     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msjh.ttf
0x000000003e507990     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dimsjob.dll
0x000000003e508a20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\batang.ttc
0x000000003e508f20      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mswsock.dll
0x000000003e509d60     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e50bf20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\sserife.fon
0x000000003e50c450     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msyh.ttf
0x000000003e50c5a0     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\malgunbd.ttf
0x000000003e50cd50     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\meiryo.ttc
0x000000003e50da20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msjhbd.ttf
0x000000003e50de00     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\meiryob.ttc
0x000000003e50e6d0     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msyhbd.ttf
0x000000003e50e9f0      1      1 RW---- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat
0x000000003e50f070     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msmincho.ttc
0x000000003e50f210     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e50fb90     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msgothic.ttc
0x000000003e50fd60     15      0 R--r-- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\notepad++.exe
0x000000003e510070      8      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeui.ttf
0x000000003e510850      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\Batou\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003e510c00     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeuib.ttf
0x000000003e511070      1      1 RW---- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x000000003e511760      1      1 ------ \Device\Afd\Endpoint
0x000000003e511a90      2      1 RW-r-- \Device\HarddiskVolume2\Users\Batou\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003e5134f0      1      1 RW---- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000003e513640     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\mingliu.ttc
0x000000003e513bd0      2      1 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Microsoft\Credentials
0x000000003e514a20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\simsun.ttc
0x000000003e515140     14      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\tahoma.ttf
0x000000003e516270     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\malgun.ttf
0x000000003e5163c0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\gulim.ttc
0x000000003e51b210     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_up.cur
0x000000003e51b750     15      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e51be00     16      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_arrow.cur
0x000000003e51d070      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ExplorerFrame.dll
0x000000003e51d460      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\negoexts.dll
0x000000003e51d5c0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\script.fon
0x000000003e51db40     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WlS0WndH.dll
0x000000003e51ef20     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\KBDUS.DLL
0x000000003e51fbb0      9      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_busy.ani
0x000000003e51ff20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_nesw.cur
0x000000003e523590      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0x000000003e523a90     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\roman.fon
0x000000003e523dc0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\kerberos.dll
0x000000003e524850     14      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\marlett.ttf
0x000000003e525f20      7      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\micross.ttf
0x000000003e526700     16      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_ns.cur
0x000000003e526c00     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_nwse.cur
0x000000003e526f20      9      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_working.ani
0x000000003e52a360     10      0 R--r-- \Device\HarddiskVolume2\Windows\Globalization\Sorting\SortDefault.nls
0x000000003e52a740      1      1 ------ \Device\NamedPipe\InitShutdown
0x000000003e52b980     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_ew.cur
0x000000003e52ca60      2      1 ------ \Device\NamedPipe\InitShutdown
0x000000003e52cc70     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_pen.cur
0x000000003e52cdc0      1      1 ------ \Device\NamedPipe\InitShutdown
0x000000003e52d1f0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_helpsel.cur
0x000000003e52d3c0      2      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini
0x000000003e52d690      2      1 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000003e52dab0     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_unavail.cur
0x000000003e52dc80     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e52df20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_move.cur
0x000000003e52e650     16      0 R--r-- \Device\HarddiskVolume2\Windows\Cursors\aero_link.cur
0x000000003e52eb70     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e530610      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\services.exe
0x000000003e5318d0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sxs.dll
0x000000003e532580      6      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e533820     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\apphelp.dll
0x000000003e535500     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.isolationautomation_6595b64144ccf1df_1.0.0.0_none_ee2620cf57bc84de.manifest
0x000000003e536c10     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sspicli.dll
0x000000003e537f20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptbase.dll
0x000000003e538810      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\profsvc.dll
0x000000003e538ab0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e538d60     12      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\ReadyBoot\Trace2.fx
0x000000003e539b50     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0x000000003e539ca0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sspisrv.dll
0x000000003e53a490     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.7600.16385_en-us_ba5641d1849f93bc.manifest
0x000000003e53a5e0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsass.exe
0x000000003e53aa70     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_556753b6a456f932.manifest
0x000000003e53abc0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a.manifest
0x000000003e53ad50     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9.manifest
0x000000003e53b4b0      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003e53b600      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sysntfy.dll
0x000000003e54dac0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\samsrv.dll
0x000000003e54e5d0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wevtapi.dll
0x000000003e54ef20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scesrv.dll
0x000000003e54fc90      1      1 ------ \Device\NamedPipe\plugplay
0x000000003e551e90      3      1 RWDrwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Temp\~DFE3594F49234C27A7.TMP
0x000000003e552070     15      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5524f0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e552f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.7600.16385_none_020095e6d39a70fd.manifest
0x000000003e5533c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e553510      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsasrv.dll
0x000000003e5543b0      3      1 R--rwd \Device\Mup\.\.
0x000000003e556300      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5589e0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\srvcli.dll
0x000000003e558f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptdll.dll
0x000000003e559070      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scext.dll
0x000000003e559660     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmsgapi.dll
0x000000003e55b500      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SECURITY
0x000000003e55c250      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskschd.dll
0x000000003e55dd60      1      1 R--rwd \Device\HarddiskVolume2�
0x000000003e55e070     16      0 R--r-- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Microsoft\Protect\S-1-5-21-3257249986-1427659124-3779645052-1000\4ef48def-6054-4a0e-a0c7-cd9bf12f73be
0x000000003e55f070     16      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\shortcuts.xml
0x000000003e55f300     15      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\stylers.xml
0x000000003e55f6f0      2      0 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000003e55fd50      2      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x000000003e5612b0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tbs.dll
0x000000003e564260     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5643b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\authz.dll
0x000000003e567850     16      0 R--rwd \Device\HarddiskVolume2\Windows\win.ini
0x000000003e567b90      2      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x000000003e569350     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cngaudit.dll
0x000000003e569520     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AltTab.dll
0x000000003e5698c0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\QUTIL.DLL
0x000000003e569dc0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e56a890     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e56b460      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SECURITY
0x000000003e56bd10      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\39166a3a-9a04-4af5-bb87-f1086e909c12
0x000000003e56bf20     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rascfg.dll
0x000000003e56c070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e56c380     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fvecerts.dll
0x000000003e56d670      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bcrypt.dll
0x000000003e56d900      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\3586e186-7a5c-466b-b050-02482021bf62
0x000000003e56da50      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncrypt.dll
0x000000003e56dd50      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SECURITY.LOG2
0x000000003e56e3d0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Application Experience\AitAgent
0x000000003e5701b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msprivs.dll
0x000000003e571260     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e571a90     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msv1_0.dll
0x000000003e571dc0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\smallf.fon
0x000000003e573760     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\smalle.fon
0x000000003e575820     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\serife.fon
0x000000003e575b40      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptsp.dll
0x000000003e579850     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\microsoft-windows-kernel-processor-power-events.dll
0x000000003e57ab80     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\modern.fon
0x000000003e57b8c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PSHED.DLL
0x000000003e57bbf0     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx
0x000000003e57cf20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webio.dll
0x000000003e57ea70      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\samcli.dll
0x000000003e57ebc0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003e57f070      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e57fbc0      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat{431beefa-b571-11e8-9535-000c29b71f00}.TM
0x000000003e5814e0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo
0x000000003e581f20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\SideShow\SessionAgent
0x000000003e58f260      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdigest.dll
0x000000003e58f3b0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\schannel.dll
0x000000003e58fad0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netlogon.dll
0x000000003e5924a0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rsaenh.dll
0x000000003e5926a0     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_28591.NLS
0x000000003e593390      1      1 -W-rw- \Device\HarddiskVolume2\Windows\debug\PASSWD.LOG
0x000000003e593850      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\logoncli.dll
0x000000003e5939a0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsapi.dll
0x000000003e594900     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\TSpkg.dll
0x000000003e594c70     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rsaenh.dll
0x000000003e595d00      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pku2u.dll
0x000000003e597370      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e59a680      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e59e160      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devrtl.dll
0x000000003e59ec40      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umpnpmgr.dll
0x000000003e59ee20      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SPInf.dll
0x000000003e59fb30      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000003e59fc80      2      1 ------ \Device\NamedPipe\ntsvcs
0x000000003e59fdd0      2      1 ------ \Device\NamedPipe\scerpc
0x000000003e59ff20      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000003e5a04a0      1      1 ------ \Device\NamedPipe\protected_storage
0x000000003e5a0820      1      1 ------ \Device\NamedPipe\scerpc
0x000000003e5a0c10      1      1 ------ \Device\NamedPipe\scerpc
0x000000003e5a11d0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM.LOG2
0x000000003e5a1580      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e5a1b80      1      1 ------ \Device\NamedPipe\protected_storage
0x000000003e5a1cd0      2      1 ------ \Device\NamedPipe\protected_storage
